REF_ID,COLL_METHOD,GEAR_NOTES,COLL_NOTES,FIELD_PRES_METH_TYPE,FIELD_PRES_CHEM,FIELD_CHEM_PCT,FIELD_PRES_PHYS_METH,FIELD_PRES_NOTES,LAB_PRES_METH_TYPE,LAB_PRES_CHEM,LAB_CHEM_PCT,LAB_PRES_PHYS_METH,LAB_PRES_NOTES,DIET_ANALYSIS_METHODS,DIET_NOTES
15h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,otter trawl,NA,NA,NA,NA
13l,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,seines,"3 different seines - 1) A 3m, 4.3mm mesh, straight seine;  2) A 10.7m, 12.7mm mesh bag seine; 3) A 45.7m, 12.7mm bag seine",NA,NA,NA
13l,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,trawls,"3 different trawls - 1) a 4.9m, 19.1mm mesh trawl; 2) a 2.4m, 19.1mm mesh trawl; 3) a 9.1m, 19.1mm mesh trawl. Trawling speed was a constant 2000 rpm and duration was 0.5 hr.",NA,NA,NA
13l,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,stationary nets,"set at 5 stations (1, 4, 6, 8, 10) around the lake. 2 types used - 1)91.4m gill net, 1.8m deep, made up of 4, 22.85m sections. Mesh sizes were (bar measurment) 25.4mm, 50.8mm, 76.2mm, and 101.6mm.  2) a 91.4m, 1.8m deep trammel net. Inner net mesh was 38.1mm, outer mesh was 254mm. Set for a standard period of 240 min (4 hr).",NA,NA,NA
13l,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,electroshocker,an aluminum bateau with a gas-powered D.C. generator was used at certain areas of the marsh stations to supplement the regular collections in an attempt to overcome some of the adverse conditions that made the normal techniques inadequate.,NA,NA,NA
13l,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,dipnets,"2 sizes - 4.8mm, 6.4mm",NA,NA,NA
9n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Experimental Seine,Seines ranging from 480 ft long by 3 deep with 1/2 inch to 1 1/2 inch mesh,NA,NA,NA
4p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Commercial drag seine,600 feet long by 5 feet deep with 1 inch and 1 1/2 ich mesh,NA,NA,NA
4p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peterson trawl,1/4 mesh ,NA,NA,NA
4p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ring tow nets,9 feet long and 3 feet deep,NA,NA,NA
4p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gill net,Nets ranging from 300 to 450 feet long to 5 feet and 6 feet deep,NA,NA,NA
4p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trammel net,400 feet long by 10 feet deep ,NA,NA,NA
4p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Commercial shrimp trawl,40 feet long by 35 feet deep,NA,NA,NA
2r,physical,NA,NA,freezer,NA,NA,NA,NA,NA,NA,Benthic Skimmer,"20 m net designed by Dr. W.E. Pequegnat (Pequegnat et al., 1970). The mouth opening was 3m.",NA,NA,NA
2r,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,Benthic Skimmer,"20 m net designed by Dr. W.E. Pequegnat (Pequegnat et al., 1970). The mouth opening was 3m.",NA,NA,NA
2r,physical,NA,NA,freezer,for larger fish,NA,NA,NA,NA,NA,Benthic Skimmer,"21 m net designed by Dr. W.E. Pequegnat (Pequegnat et al., 1970). The mouth opening was 3m.",NA,NA,NA
2r,physical,NA,NA,freezer,NA,NA,NA,NA,NA,NA,Trawl,"The mouth of the 20m otter trawl was estimated as 12m (Mukai, 1974).  The rate of tow was between 1.5 and 2 knots (Pequegnat, personal communication).",NA,NA,NA
2r,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,Trawl,"The mouth of the 20m otter trawl was estimated as 12m (Mukai, 1974).  The rate of tow was between 1.5 and 2 knots (Pequegnat, personal communication).",NA,NA,NA
2r,chemical,formalin injection into body cavity,NA,NA,for larger fish,NA,NA,NA,NA,NA,Trawl,"The mouth of the 20m otter trawl was estimated as 12m (Mukai, 1974).  The rate of tow was between 1.5 and 2 knots (Pequegnat, personal communication).",NA,NA,NA
5r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,otter trawl,A standard otter trawl with a 10-ft opening. The otter boards were 10x24 inches in size. The wings of the trawl net were netting with a mesh size of 7/8 in on the side or 1 3/4 in stretched measure. The cod end was made of heavy twine with a mesh size of 1/2 in on the side or 1 in stretched. An inner liner was inserted inside the cod end. The mesh of the liner measured 3/16 in on the side or 3/8 in stretched. Trawl tows were made both in straight lines and in circles and were timed to 10 min duration.,NA,NA,NA
5r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minnow seine,"Seine net had a mesh size of 3/8 in on the side or 3/4 in stretched. Seining started at a depth of approx. 4 ft, stretched parallel to shore and pulled straight in.",NA,NA,NA
5r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bag seine,Net was 20 ft. The mesh was 1/4 in on the side or 1/2 in stretched.,NA,NA,NA
5r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trammel nets,"Trammel net was 1200 ft long.2 methods used: playing the net out of a skiff parallel to shore then creating a disturbance to cause fish to swim into net. Method 2: ""cork-screwing"" the net - playing the net out in a circle, leaving the end in the skiff. One person continues to pull the leading end of the net around at the same time decreasing the diameter of circle while helpers feed other end into the boat.",NA,NA,NA
5r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hook and line,NA,NA,NA,NA
35r,chemical,formalin,10,NA,buffered,NA,NA,NA,NA,NA,otter trawl,"5-meter (1.9 cm mesh wing and body, 0.6 cm mesh liner). Seven 2min trawl-tows (at 2-3 knots) were taken at each station both day and night. ",NA,NA,NA
35r,chemical,formalin,10,NA,buffered,NA,NA,NA,NA,NA,trammel nets,Larger fishes ( >3000 SL) were taken with a 100 meter nylon trammel net.,NA,NA,NA
26s,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,Trammel nets,"Tammel nets (1"" mesh) set at depths ranging from 1/2 meters to slightly over 1 and a half meters in two areas and at a depth of 1/2 meter or less in the third area. ",NA,NA,NA
76s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trawl,"38 drags were done. Trawling time varied from 8 to 61 min, with 15 min as the usual time.",NA,NA,NA
76s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seine,16 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA
76s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trawl,"38 drags were done. Trawling time varied from 8 to 61 min, with 15 min as the usual time.",NA,NA,NA
76s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seine,16 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA
76s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trawl,"38 drags were done. Trawling time varied from 8 to 61 min, with 15 min as the usual time.",NA,NA,NA
76s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seine,16 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA
79s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trawl,"20 drags done with a 22 ft. trawl, 3/4 in bar mesh with soc, 3/8 in bar mesh.  11 drags done with a 35 ft trawl, 3/4 in bar mesh. Trawling time varied from 8 to 30 min, with 15 min as the usual time.",NA,NA,NA
79s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seine,11 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA
79s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trawl,"20 drags done with a 22 ft. trawl, 3/4 in bar mesh with soc, 3/8 in bar mesh.  11 drags done with a 35 ft trawl, 3/4 in bar mesh. Trawling time varied from 8 to 30 min, with 15 min as the usual time.",NA,NA,NA
79s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seine,11 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA
79s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,trawl,"20 drags done with a 22 ft. trawl, 3/4 in bar mesh with soc, 3/8 in bar mesh.  11 drags done with a 35 ft trawl, 3/4 in bar mesh. Trawling time varied from 8 to 30 min, with 15 min as the usual time.",NA,NA,NA
79s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,seine,11 seines were conducted in the shallow water along the north shore of the lake.,NA,NA,NA
8w,chemical,formalin,10,NA,transferred to 40% isopropanol,NA,NA,NA,NA,NA,surface trawl,"Surface trawl - airboat pulled a net with a body mesh of 0.6cm (bar) and knitted circular cod mesh of 0.3cm (diameter), between two stakes set 400m apart in each of the eight ponds.  ",NA,NA,NA
8w,chemical,formalin,10,NA,transferred to 40% isopropanol,NA,NA,NA,NA,NA,otter trawl,Bottom trawl - airboat pulled a 7.6m otter trawl with body mesh of 1.6cm (bar) and cod mesh of 1.4cm (bar) along the same transects as the surfac e trawl.,NA,NA,NA
8w,chemical,formalin,10,NA,transferred to 40% isopropanol,NA,NA,NA,NA,NA,surface trawl,"Surface trawl - airboat pulled a net with a body mesh of 0.6cm (bar) and knitted circular cod mesh of 0.3cm (diameter), between two stakes set 400m apart in each of the eight ponds. ",NA,NA,NA
8w,chemical,formalin,10,NA,transferred to 40% isopropanol,NA,NA,NA,NA,NA,otter trawl, Bottom trawl - airboat pulled a 7.6m otter trawl with body mesh of 1.6cm (bar) and cod mesh of 1.4cm (bar) along the same transects as the surfac e trawl.,NA,NA,NA
